Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2779,29.0,Male,Sweater,37.02395266931648,Pennsylvania,L,Muted mustard yellow,Fall,2.0,Standard,No,7,Debit Card,Quarterly
3753,19.0,Male,Leggings,29.31231656010574,Washington,L,Mauve,Winter,5.0,Express,No,20,Debit Card,Quarterly
3555,47.0,Male,T-shirt,30.164164319175256,Louisiana,M,Baby blue,Summer,4.0,Standard,No,1,Debit Card,Quarterly
1983,37.0,Female,T-shirt,35.89711419690647,Kansas,M,Periwinkle,Summer,5.0,Standard,No,4,Debit Card,Quarterly
3447,24.0,Female,Sweater,32.63523669805118,Louisiana,S,Baby blue,Winter,4.0,Standard,No,1,Debit Card,Quarterly
2207,46.0,Male,Handbag,31.867439914041995,Illinois,L,Muted mustard yellow,Fall,4.0,Standard,No,20,Debit Card,Quarterly
2626,36.0,Male,Handbag,29.66449000758777,Colorado,L,White,Spring,5.0,Standard,No,1,Debit Card,Monthly
3457,44.0,Female,Backpack,37.24286667465316,Texas,M,Brown,Winter,5.0,Standard,No,2,Debit Card,Annually
3275,30.0,Male,Shorts,29.53845878954502,Oklahoma,M,Pale peach,Spring,4.0,Standard,No,2,Debit Card,Quarterly
2317,31.0,Male,Jeans,35.48285505525981,Montana,L,Brown,Fall,2.0,Standard,No,17,Debit Card,Annually
3226,49.0,Male,Handbag,31.43413728929751,New Hampshire,M,Lavender,Spring,2.0,Standard,No,1,Debit Card,Annually
2423,26.0,Male,Dress,38.3488963001311,Georgia,M,White,Summer,4.0,Standard,No,6,Debit Card,Quarterly
2320,26.0,Female,Socks,31.73539014012508,Maine,XL,Brick red,Winter,5.0,Standard,No,2,Debit Card,Monthly
3508,27.0,Male,Socks,24.712160577387223,Colorado,S,Mauve,Fall,1.0,Standard,No,5,Debit Card,Monthly
2910,28.0,Female,Handbag,41.9409920002434,Louisiana,M,Turquoise,Spring,4.0,Standard,No,18,Debit Card,Annually
3445,29.0,Female,Hoodie,27.15892772180521,Rhode Island,S,Muted mustard yellow,Winter,1.0,Standard,No,5,Debit Card,Quarterly
1769,43.0,Male,Socks,37.28415137000111,Nebraska,M,Black,Winter,4.0,Standard,No,1,Debit Card,Quarterly
3020,40.0,Male,Sunglasses,29.987904368444543,Utah,M,Lemon yellow,Summer,4.0,Next Day Air,No,6,Debit Card,Bi-Weekly
3751,33.0,Male,Jacket,25.452348512184223,Arizona,M,Burnt orange,Fall,4.0,Standard,No,7,Debit Card,Quarterly
2631,39.0,Male,Sunglasses,20.76194782139637,Maine,S,Periwinkle,Spring,5.0,Standard,No,3,Debit Card,Annually
1807,36.0,Female,Jacket,29.58080030624201,Rhode Island,M,Mauve,Fall,2.0,Standard,No,18,Debit Card,Quarterly
3841,31.0,Non-binary,Pajamas,28.37984919191954,Idaho,M,Muted mustard yellow,Winter,4.0,Standard,No,4,Debit Card,Weekly
1836,19.0,Female,Hoodie,30.82167457778596,Kentucky,M,Brick red,Winter,5.0,Standard,No,20,Debit Card,Annually
1742,42.0,Female,Backpack,25.714173146294165,Delaware,XL,Brick red,Winter,4.0,Standard,No,1,Debit Card,Annually
3254,59.0,Female,Backpack,37.71859672404188,Nebraska,M,Black,Fall,4.0,Standard,No,20,Debit Card,Quarterly
2060,19.0,Female,Scarf,25.35762372189859,California,XL,Black,Fall,4.0,Standard,No,15,Debit Card,Annually
3269,32.0,Male,Running Shoes,26.575796189750605,Arkansas,M,Terra cotta,Fall,4.0,Standard,No,2,Debit Card,Monthly
2206,30.0,Female,Handbag,26.25851109786392,North Dakota,XL,Periwinkle,Summer,4.0,Standard,No,1,Debit Card,Quarterly
2334,42.0,Male,Running Shoes,25.187103904823665,Kansas,M,Lemon yellow,Spring,4.0,Standard,No,1,Debit Card,Annually
2745,25.0,Male,Running Shoes,29.889893814195727,Wyoming,M,Lemon yellow,Summer,4.0,Standard,No,4,Debit Card,Quarterly
2118,38.0,Male,Shorts,27.448906353574618,Colorado,L,White,Summer,4.0,Standard,No,20,Debit Card,Quarterly
1731,27.0,Male,Sweater,25.842667844801912,Alabama,S,Ruby Red,Fall,4.0,Standard,No,7,Debit Card,Quarterly
2426,23.0,Male,Pajamas,41.750017285595966,North Dakota,S,Black,Winter,5.0,Standard,No,6,Debit Card,Quarterly
1761,27.0,Female,Pajamas,30.32942258060851,Minnesota,XL,Lemon yellow,Winter,5.0,Next Day Air,No,1,Debit Card,Bi-Weekly
2825,27.0,Female,Pajamas,13.85302050681894,Utah,M,Brown,Winter,2.0,Express,No,5,Debit Card,Bi-Weekly
3575,47.0,Male,Running Shoes,27.72168360874912,New York,M,Periwinkle,Spring,4.0,Standard,No,5,Debit Card,Bi-Weekly
3621,30.0,Female,Sweater,19.58493768893876,Louisiana,M,Mauve,Fall,2.0,Standard,No,5,Debit Card,Weekly
2054,21.0,Male,Sunglasses,31.14661013614841,Wyoming,S,Periwinkle,Summer,5.0,Standard,No,11,Debit Card,Quarterly
1906,26.0,Male,Sunglasses,31.187674190262275,Idaho,M,Fuchsia,Spring,4.0,Standard,No,7,Debit Card,Monthly
3431,34.0,Male,Hoodie,28.106706586763835,Montana,M,Baby blue,Fall,5.0,Standard,No,6,Debit Card,Monthly
2669,28.0,Female,Hoodie,22.672683157607292,Texas,M,Turquoise,Fall,4.0,Standard,No,2,Debit Card,Annually
1688,40.0,Female,Scarf,47.75008167911904,Georgia,S,Muted mustard yellow,Winter,5.0,Standard,No,1,Debit Card,Quarterly
2943,38.0,Female,Handbag,31.40836706034186,Hawaii,M,Aubergine,Fall,5.0,Standard,No,7,Debit Card,Monthly
1839,32.0,Male,Hoodie,38.89149200931503,Vermont,L,Aubergine,Winter,5.0,Standard,No,6,Debit Card,Monthly
2172,23.0,Male,Sweater,19.991466546073102,Missouri,M,Ruby Red,Winter,2.0,Standard,No,20,Debit Card,Quarterly
3897,44.0,Male,Boots,19.03822959565827,Iowa,L,Black,Winter,4.0,Next Day Air,No,20,Debit Card,Quarterly
2332,23.0,Male,Scarf,21.47280110103187,Illinois,S,Brick red,Fall,5.0,Express,No,7,Debit Card,Quarterly
2473,44.0,Female,Dress,29.038226862705876,Utah,M,Turquoise,Spring,4.0,Standard,No,20,Debit Card,Annually
1704,40.0,Female,Dress,35.62139280564657,California,M,Periwinkle,Summer,5.0,Standard,No,6,Debit Card,Quarterly
2805,25.0,Female,Running Shoes,27.760169569736988,South Carolina,M,Turquoise,Summer,5.0,Standard,No,2,Debit Card,Annually
3500,42.0,Female,Dress,29.112422217409605,New Jersey,L,Aubergine,Summer,5.0,Standard,No,20,Debit Card,Quarterly
2231,36.0,Male,Dress,33.006743016329935,Colorado,S,Periwinkle,Spring,5.0,Standard,No,20,Debit Card,Monthly
3559,24.0,Male,Gloves,35.157362497316164,Alaska,L,Burnt orange,Winter,2.0,Standard,No,4,Debit Card,Quarterly
2790,41.0,Female,Sunglasses,37.72438513031942,North Carolina,L,Terra cotta,Spring,4.0,Standard,No,10,Debit Card,Monthly
3426,24.0,Female,T-shirt,36.72308175953101,Michigan,M,Turquoise,Summer,4.0,Next Day Air,No,19,Debit Card,Monthly
2890,25.0,Male,Scarf,24.830947405964096,Minnesota,M,Black,Fall,2.0,Standard,No,8,Debit Card,Quarterly
1842,27.0,Female,Sweater,37.40250831560404,Vermont,L,Brick red,Fall,5.0,Express,No,3,Debit Card,Monthly
1749,41.0,Female,Hoodie,33.98067638550667,Montana,L,Aubergine,Fall,4.0,Standard,No,1,Debit Card,Quarterly
2460,34.0,Female,Boots,35.426675410981225,Missouri,L,Lavender,Fall,4.0,Standard,No,11,Debit Card,Quarterly
1931,38.0,Male,Boots,34.88722479627014,North Carolina,L,Burnt orange,Fall,4.0,Standard,No,3,Debit Card,Annually
2727,24.0,Male,Gloves,25.923746226651254,Michigan,L,Brown,Fall,5.0,Standard,No,15,Debit Card,Monthly
1785,25.0,Female,Hoodie,36.76873766740845,Louisiana,L,Brick red,Winter,4.0,Standard,No,3,Debit Card,Annually
2739,19.0,Female,Jacket,44.68591044257552,Ohio,M,Mauve,Fall,4.0,Standard,No,1,Debit Card,Quarterly
1686,25.0,Female,Scarf,22.59390411158302,Minnesota,M,Mauve,Fall,2.0,Standard,No,5,Debit Card,Monthly
3473,31.0,Male,Belt,27.76146948034584,Georgia,S,Brown,Fall,4.0,Standard,No,2,Debit Card,Monthly
1732,54.0,Male,Boots,26.63477210794777,Idaho,M,Burnt orange,Fall,2.0,Standard,No,3,Debit Card,Quarterly
2693,59.0,Female,Backpack,41.00137414092083,Washington,XL,Aubergine,Winter,2.0,Standard,No,4,Debit Card,Monthly
3790,31.0,Female,Hoodie,40.7412308995793,North Dakota,M,Brick red,Winter,5.0,Standard,No,2,Debit Card,Bi-Weekly
3303,35.0,Female,Socks,37.08564691967031,Alabama,XL,Brick red,Winter,2.0,Standard,No,6,Debit Card,Monthly
3364,33.0,Male,Scarf,31.203242598560266,California,M,Ruby Red,Fall,2.0,Standard,No,7,Debit Card,Annually
1814,28.0,Male,Sunglasses,24.937170490405745,Illinois,M,Fuchsia,Summer,5.0,Standard,No,20,Debit Card,Quarterly
3164,18.0,Male,Sunglasses,36.37364172299984,Nebraska,XL,Lemon yellow,Summer,5.0,Standard,No,13,Debit Card,Bi-Weekly
2550,45.0,Female,Handbag,28.8148481230672,Virginia,M,Lavender,Summer,4.0,Standard,No,1,Debit Card,Monthly
2844,37.0,Male,Sweater,38.75484831252656,Ohio,M,Aubergine,Winter,5.0,Standard,No,8,Debit Card,Quarterly
3671,30.0,Female,T-shirt,17.97746716997136,Vermont,S,Turquoise,Summer,4.0,Standard,No,20,Debit Card,Monthly
3814,39.0,Male,Socks,36.691089682140976,Georgia,M,Mauve,Winter,4.0,Express,No,13,Debit Card,Monthly
1953,31.0,Female,Scarf,36.52395711204813,Maryland,L,Brick red,Winter,4.0,Standard,No,10,Debit Card,Annually
2997,31.0,Female,Running Shoes,33.7620364131771,Utah,M,White,Spring,4.0,Standard,No,15,Debit Card,Quarterly
2883,33.0,Male,Dress,31.21004563837757,Oklahoma,L,Lemon yellow,Summer,5.0,Standard,No,17,Debit Card,Quarterly
2322,33.0,Female,Sunglasses,29.94653912918765,Colorado,M,Brown,Fall,5.0,Next Day Air,No,11,Debit Card,Bi-Weekly
2191,45.0,Female,Shorts,22.61430591082637,Alaska,S,Pale peach,Spring,4.0,Standard,No,1,Debit Card,Bi-Weekly
1687,32.0,Female,Dress,38.27652356628108,Illinois,L,White,Summer,4.0,Next Day Air,No,6,Debit Card,Quarterly
3860,25.0,Male,Handbag,39.68492716475636,Mississippi,S,White,Spring,4.0,Express,No,2,Debit Card,Annually
2544,27.0,Female,Sunglasses,29.46138678330345,West Virginia,L,Terra cotta,Summer,5.0,Standard,No,16,Debit Card,Quarterly
3518,27.0,Female,Socks,29.100574895098905,Tennessee,M,Muted mustard yellow,Winter,5.0,Standard,No,15,Debit Card,Quarterly
3591,19.0,Female,Boots,35.30152985171539,South Dakota,M,Brown,Winter,4.0,Standard,No,8,Debit Card,Quarterly
1823,33.0,Female,Sunglasses,28.86825292120951,Connecticut,S,White,Summer,4.0,Standard,No,1,Debit Card,Quarterly
3749,33.0,Male,Scarf,29.44562670225916,Delaware,M,Brown,Fall,4.0,Standard,No,2,Debit Card,Monthly
2451,42.0,Male,Sweater,30.73014273473848,North Carolina,M,Ruby Red,Winter,4.0,Express,No,1,Debit Card,Monthly
1756,32.0,Male,Sunglasses,30.034859983364733,Delaware,XL,Brick red,Summer,5.0,Standard,No,3,Debit Card,Annually
2480,42.0,Male,Handbag,26.451191210194573,Kansas,S,Terra cotta,Fall,2.0,Standard,No,7,Debit Card,Monthly
3554,38.0,Male,Jacket,26.352624132475665,Minnesota,M,Black,Winter,4.0,Standard,No,13,Debit Card,Bi-Weekly
2497,38.0,Male,Sweater,30.215726652156256,Illinois,S,Black,Winter,5.0,Standard,No,6,Debit Card,Annually
2279,19.0,Male,Backpack,29.728465825382443,Maryland,M,Brown,Winter,5.0,Standard,No,8,Debit Card,Quarterly
2902,26.0,Female,Hoodie,35.268302887428504,Alabama,L,Brown,Fall,2.0,Standard,No,10,Debit Card,Annually
1937,22.0,Male,T-shirt,26.16403112352046,Minnesota,S,Lemon yellow,Summer,4.0,Standard,No,3,Debit Card,Quarterly
3605,58.0,Non-binary,Running Shoes,29.067419071893585,Louisiana,M,Fuchsia,Summer,4.0,Standard,No,12,Debit Card,Weekly
2210,54.0,Female,Shorts,35.35051858996029,Utah,XL,Terra cotta,Fall,4.0,Standard,No,1,Debit Card,Quarterly
3747,29.0,Female,Scarf,25.32358161083077,Idaho,XL,Black,Winter,2.0,Next Day Air,No,13,Debit Card,Monthly
3094,48.0,Male,Socks,36.10535733665532,Pennsylvania,L,Aubergine,Fall,4.0,Standard,No,10,Debit Card,Quarterly
3380,30.0,Female,Running Shoes,27.357396525986893,Tennessee,L,Brown,Summer,4.0,Standard,No,20,Debit Card,Quarterly
2186,33.0,Male,Boots,18.226560903777404,North Carolina,M,Ruby Red,Winter,5.0,Standard,No,3,Debit Card,Quarterly
3381,19.0,Female,Socks,34.397429307793786,North Dakota,L,Ruby Red,Winter,4.0,Standard,No,4,Debit Card,Weekly
3174,19.0,Male,Handbag,29.75621951671451,Washington,L,Baby blue,Summer,4.0,Express,No,4,Debit Card,Quarterly
3371,40.0,Female,Running Shoes,44.562726358903774,Illinois,M,Periwinkle,Spring,2.0,Standard,No,13,Debit Card,Annually
3419,27.0,Female,Handbag,22.767325413311763,South Carolina,M,Lavender,Summer,5.0,Next Day Air,No,20,Debit Card,Quarterly
3196,43.0,Female,Sunglasses,17.910395354115614,Missouri,S,Fuchsia,Summer,5.0,Standard,No,1,Debit Card,Annually
3166,28.0,Male,Boots,25.356855068321885,Hawaii,M,Burnt orange,Fall,4.0,Express,No,20,Debit Card,Quarterly
2989,42.0,Male,Socks,34.84930793929048,Nevada,S,Mauve,Fall,5.0,Express,No,8,Debit Card,Quarterly
3567,26.0,Male,Dress,36.94151428562487,Alaska,S,White,Spring,2.0,Express,No,1,Debit Card,Quarterly
2889,26.0,Female,Leggings,29.683295154861938,Wisconsin,L,Brick red,Winter,5.0,Next Day Air,No,7,Debit Card,Monthly
1729,30.0,Male,Handbag,28.546834842468098,Wyoming,L,Fuchsia,Summer,5.0,Standard,No,4,Debit Card,Quarterly
2782,23.0,Male,Hoodie,27.952208735456203,Mississippi,M,Brown,Fall,5.0,Express,No,7,Debit Card,Quarterly
2383,32.0,Male,Dress,31.5970708505681,California,M,White,Spring,5.0,Standard,No,10,Debit Card,Quarterly
2884,45.0,Male,Sweater,33.47830409762534,Rhode Island,XL,Black,Fall,5.0,Standard,No,2,Debit Card,Quarterly
1911,32.0,Female,Jacket,28.41110617367358,New York,S,Terra cotta,Winter,4.0,Express,No,14,Debit Card,Quarterly
1799,31.0,Male,Dress,28.985689940724782,North Dakota,L,Baby blue,Spring,5.0,Express,No,2,Debit Card,Quarterly
3757,25.0,Female,Sweater,33.87256153725117,South Carolina,L,Mauve,Fall,4.0,Standard,No,10,Debit Card,Annually
2976,27.0,Female,Shorts,31.45772287311672,Georgia,XL,Lavender,Summer,5.0,Standard,No,3,Debit Card,Monthly
3857,26.0,Male,Leggings,21.907968588143824,Virginia,S,Burnt orange,Winter,4.0,Standard,No,6,Debit Card,Bi-Weekly
2707,44.0,Female,Running Shoes,22.64068516476276,Alabama,S,Lavender,Summer,5.0,Standard,No,4,Debit Card,Quarterly
2042,47.0,Male,Socks,26.839184565322707,New York,S,Brick red,Fall,2.0,Next Day Air,No,4,Debit Card,Annually
2873,53.0,Female,Scarf,37.17112100240424,Connecticut,L,Black,Winter,4.0,Standard,No,2,Debit Card,Quarterly
3851,36.0,Male,Jacket,27.98618027476251,Mississippi,L,Black,Winter,4.0,Standard,No,17,Debit Card,Monthly
2677,20.0,Female,Jacket,34.25921817715717,Kentucky,M,Turquoise,Winter,4.0,Standard,No,5,Debit Card,Quarterly
3123,40.0,Female,Shorts,34.51703180057494,Georgia,M,White,Spring,4.0,Standard,No,1,Debit Card,Quarterly
2619,31.0,Male,Leggings,32.04809207079793,Louisiana,L,Mauve,Winter,4.0,Standard,No,2,Debit Card,Quarterly
2502,56.0,Female,Gloves,25.401700579360377,West Virginia,M,Mauve,Winter,5.0,Standard,No,1,Debit Card,Monthly
3438,33.0,Female,Socks,34.30480824838753,Oklahoma,S,Ruby Red,Fall,5.0,Standard,No,20,Debit Card,Annually
3112,24.0,Male,Sunglasses,27.63480783066342,Kansas,XL,Turquoise,Spring,4.0,Standard,No,5,Debit Card,Quarterly
3807,18.0,Female,Leggings,34.514958039970175,Missouri,M,Black,Winter,5.0,Standard,No,10,Debit Card,Monthly
2009,34.0,Female,Hoodie,21.70579336996842,Florida,M,Black,Winter,4.0,Standard,No,14,Debit Card,Monthly
3148,46.0,Male,Jacket,30.56917725713783,North Dakota,M,Burnt orange,Winter,4.0,Standard,No,6,Debit Card,Quarterly
3121,37.0,Female,Jacket,23.927078126630214,Louisiana,M,Terra cotta,Fall,4.0,Standard,No,1,Debit Card,Monthly
3496,26.0,Female,T-shirt,31.745568397724192,Georgia,XL,Lavender,Spring,5.0,Standard,No,5,Debit Card,Quarterly
2007,33.0,Male,Pajamas,24.338659621459897,New Mexico,S,Black,Winter,4.0,Standard,No,20,Debit Card,Annually
3716,22.0,Female,Handbag,30.971359445042776,Nebraska,S,Muted mustard yellow,Summer,2.0,Standard,No,1,Debit Card,Bi-Weekly
2867,45.0,Male,Jacket,34.084458037389226,Connecticut,S,Burnt orange,Winter,4.0,Standard,No,4,Debit Card,Quarterly
2773,22.0,Male,Leggings,30.6502732455776,Pennsylvania,L,Aubergine,Winter,4.0,Standard,No,15,Debit Card,Quarterly
1816,39.0,Male,Handbag,30.74003127851116,New Mexico,L,Turquoise,Spring,4.0,Standard,No,3,Debit Card,Annually
2147,22.0,Male,Shorts,23.384566287710083,Utah,XL,Fuchsia,Spring,4.0,Standard,No,1,Debit Card,Quarterly
1859,35.0,Female,Running Shoes,32.882865245085966,Maine,S,Turquoise,Summer,4.0,Standard,No,4,Debit Card,Monthly
2731,44.0,Male,Backpack,29.20623060485944,Wisconsin,M,Aubergine,Winter,4.0,Standard,No,1,Debit Card,Monthly
2749,34.0,Female,Belt,32.09825048332691,Virginia,L,Burnt orange,Fall,4.0,Standard,No,7,Debit Card,Annually
2728,31.0,Male,Shorts,33.5934888343372,Colorado,L,White,Spring,2.0,Standard,No,8,Debit Card,Monthly
1809,34.0,Female,Jacket,40.255614081086605,Tennessee,M,Aubergine,Winter,4.0,Express,No,4,Debit Card,Quarterly
2015,35.0,Female,Dress,22.208688552934035,Wisconsin,L,Fuchsia,Summer,5.0,Standard,No,18,Debit Card,Annually
1852,37.0,Female,Boots,34.72281059919,Delaware,S,Fuchsia,Winter,4.0,Next Day Air,No,2,Debit Card,Annually
2664,23.0,Female,Pajamas,27.13864758378898,Wisconsin,L,Burnt orange,Winter,1.0,Standard,No,14,Debit Card,Bi-Weekly
1758,40.0,Male,Boots,21.57888402926196,Michigan,L,Black,Winter,4.0,Standard,No,5,Debit Card,Quarterly
3870,27.0,Male,Leggings,29.57160605833536,Arizona,L,Brick red,Winter,5.0,Standard,No,2,Debit Card,Bi-Weekly
2524,43.0,Male,Scarf,27.93717409877931,New Jersey,S,Brick red,Winter,5.0,Express,No,1,Debit Card,Monthly
3723,35.0,Female,Belt,22.023804581817608,Kentucky,XL,Ruby Red,Fall,4.0,Standard,No,19,Debit Card,Quarterly
3211,40.0,Female,Gloves,30.483176242886213,Nevada,M,Brown,Fall,4.0,Standard,No,6,Debit Card,Quarterly
2755,48.0,Male,Dress,33.04748949042245,New Jersey,L,Fuchsia,Spring,4.0,Express,No,7,Debit Card,Annually
3075,51.0,Male,Sunglasses,38.3726665139444,Massachusetts,L,Fuchsia,Summer,4.0,Standard,No,3,Debit Card,Annually
2729,44.0,Female,Leggings,36.25794437369195,Florida,M,Mauve,Winter,4.0,Standard,No,14,Debit Card,Quarterly
3743,38.0,Male,Leggings,34.48059200918813,Maryland,M,Muted mustard yellow,Winter,4.0,Standard,No,3,Debit Card,Monthly
2264,31.0,Female,Handbag,28.898955817687085,Indiana,XL,Baby blue,Spring,4.0,Standard,No,13,Debit Card,Quarterly
3188,29.0,Female,Backpack,20.328007189715414,Texas,L,Black,Winter,5.0,Standard,No,1,Debit Card,Quarterly
3241,36.0,Male,T-shirt,30.460025823747888,West Virginia,M,Periwinkle,Summer,4.0,Next Day Air,No,1,Debit Card,Monthly
3633,19.0,Male,Scarf,20.30215815328985,Utah,L,Mauve,Winter,4.0,Express,No,20,Debit Card,Quarterly
3468,22.0,Male,Backpack,27.87413200067365,Texas,M,Black,Fall,2.0,Standard,No,1,Debit Card,Monthly
2903,20.0,Male,Socks,25.47697352996873,North Carolina,S,Black,Fall,4.0,Standard,No,5,Debit Card,Monthly
3312,46.0,Male,Dress,37.16053110046597,Florida,L,Turquoise,Summer,5.0,Standard,No,16,Debit Card,Annually
2260,26.0,Male,T-shirt,29.55310560890702,Florida,XL,Lavender,Summer,5.0,Standard,No,17,Debit Card,Bi-Weekly
2430,34.0,Male,Hoodie,25.610130293945392,Virginia,XL,Burnt orange,Winter,4.0,Standard,No,2,Debit Card,Quarterly
2002,31.0,Female,Backpack,28.80823798274661,Wyoming,S,Black,Fall,4.0,Next Day Air,No,2,Debit Card,Quarterly
3664,20.0,Male,Scarf,44.08311564996989,Florida,M,Black,Winter,2.0,Standard,No,3,Debit Card,Annually
3525,28.0,Male,Gloves,31.97244299643077,Michigan,L,Muted mustard yellow,Fall,5.0,Standard,No,1,Debit Card,Quarterly
2776,30.0,Male,Gloves,39.73519978582797,Montana,L,Pale peach,Winter,5.0,Express,No,20,Debit Card,Annually
3597,24.0,Female,Sunglasses,29.05289357364401,South Carolina,M,Lemon yellow,Fall,5.0,Standard,No,1,Debit Card,Bi-Weekly
2688,29.0,Female,Socks,38.33024389769499,Delaware,M,Ruby Red,Winter,4.0,Standard,No,8,Debit Card,Quarterly
3318,26.0,Male,Running Shoes,30.106176589733348,North Carolina,XL,Burnt orange,Fall,4.0,Standard,No,4,Debit Card,Annually
1817,25.0,Female,Jacket,29.860782035827548,Virginia,M,Black,Fall,2.0,Next Day Air,No,16,Debit Card,Quarterly
3456,27.0,Male,Dress,31.2132725885089,Ohio,M,Fuchsia,Spring,4.0,Standard,No,4,Debit Card,Monthly
1880,54.0,Male,Scarf,35.243360488233336,Tennessee,L,Ruby Red,Winter,4.0,Standard,No,1,Debit Card,Annually
3095,38.0,Male,T-shirt,29.221645188099902,Georgia,M,Mauve,Fall,4.0,Standard,No,19,Debit Card,Bi-Weekly
3126,41.0,Male,Sweater,25.831301612690588,Oregon,L,Burnt orange,Winter,5.0,Next Day Air,No,11,PayPal,Quarterly
2829,37.0,Male,Hoodie,28.12571746513936,Tennessee,L,Brown,Fall,4.0,Standard,No,4,PayPal,Bi-Weekly
3376,55.0,Female,Boots,25.7834767540199,Connecticut,XL,Black,Winter,5.0,Standard,No,7,PayPal,Monthly
2019,44.0,Male,Boots,33.69804199112478,Arkansas,S,Terra cotta,Winter,5.0,Standard,No,3,PayPal,Bi-Weekly
2115,36.0,Male,Gloves,28.225873760888028,Vermont,M,Aubergine,Fall,1.0,Standard,No,3,PayPal,Quarterly
2217,56.0,Female,Hoodie,31.477565682135516,Vermont,XL,White,Fall,4.0,Express,No,8,PayPal,Bi-Weekly
1932,28.0,Male,Leggings,35.84437576358673,Illinois,S,Burnt orange,Winter,4.0,Standard,No,3,PayPal,Monthly
2304,41.0,Female,Handbag,37.67901684858517,New Jersey,S,Brown,Fall,2.0,Standard,No,4,PayPal,Quarterly
1711,32.0,Male,Boots,19.88576942699418,Arkansas,XL,Muted mustard yellow,Winter,5.0,Standard,No,20,PayPal,Monthly
2697,26.0,Female,Scarf,38.15375489771378,South Dakota,M,Brown,Winter,4.0,Express,No,4,PayPal,Bi-Weekly
3279,18.0,Female,Running Shoes,23.40823077414372,Montana,M,Pale peach,Spring,4.0,Express,No,3,PayPal,Annually
2877,20.0,Female,Sunglasses,36.59390176701709,New Mexico,M,Baby blue,Summer,4.0,Next Day Air,No,4,PayPal,Quarterly
3727,29.0,Male,Pajamas,24.888511320798813,Idaho,XL,Burnt orange,Winter,2.0,Standard,No,20,PayPal,Annually
2686,38.0,Female,Running Shoes,30.191152595883946,Virginia,M,Fuchsia,Summer,5.0,Standard,No,12,PayPal,Annually
3704,30.0,Female,Pajamas,28.81756872800005,Michigan,S,Black,Fall,4.0,Express,No,1,PayPal,Monthly
3308,33.0,Female,Sweater,32.03267211216896,Pennsylvania,S,Burnt orange,Winter,4.0,Next Day Air,No,5,PayPal,Annually
3689,33.0,Male,Shorts,37.98761295110928,West Virginia,L,Baby blue,Summer,4.0,Standard,No,20,PayPal,Annually
1867,32.0,Male,Running Shoes,33.756802726894975,Alaska,XL,Lavender,Spring,5.0,Standard,No,16,PayPal,Monthly
2447,33.0,Female,Handbag,23.85291406494487,Alaska,L,Ruby Red,Fall,5.0,Standard,No,9,PayPal,Annually
3153,39.0,Female,Sunglasses,33.259423897120485,North Carolina,M,Periwinkle,Summer,2.0,Standard,No,10,PayPal,Quarterly
3404,44.0,Male,Shorts,20.940844822566323,Illinois,M,Lavender,Summer,4.0,Standard,No,17,PayPal,Monthly
3557,31.0,Female,Handbag,30.707877966293708,Arizona,M,Brown,Fall,4.0,Standard,No,17,PayPal,Quarterly
3837,20.0,Female,Gloves,20.8708324571974,Alaska,M,Muted mustard yellow,Fall,4.0,Standard,No,11,PayPal,Annually
2382,19.0,Female,Shorts,25.643464306597696,Wisconsin,M,Baby blue,Summer,4.0,Standard,No,6,PayPal,Annually
3286,31.0,Male,Sunglasses,32.15950154205938,Hawaii,XL,Pale peach,Spring,4.0,Standard,No,6,PayPal,Quarterly
3362,31.0,Female,Dress,24.500043632667957,Florida,M,Lemon yellow,Spring,4.0,Standard,No,5,PayPal,Quarterly
2698,38.0,Female,Socks,28.937433832471115,Delaware,L,Muted mustard yellow,Fall,5.0,Standard,No,12,PayPal,Monthly
2536,32.0,Male,Shorts,29.53075267998072,Vermont,S,Terra cotta,Spring,4.0,Express,No,6,PayPal,Monthly
1726,44.0,Male,Socks,43.10733445321642,Massachusetts,M,Brown,Fall,5.0,Standard,No,10,PayPal,Bi-Weekly
3107,58.0,Female,Gloves,25.659737446209533,Alabama,M,Ruby Red,Winter,4.0,Next Day Air,No,12,PayPal,Quarterly
2954,24.0,Male,Belt,41.71578662605225,Maryland,M,Terra cotta,Fall,4.0,Standard,No,11,PayPal,Annually
3553,35.0,Male,Socks,26.0216833049998,Kentucky,M,Baby blue,Winter,5.0,Standard,No,9,PayPal,Quarterly
3795,51.0,Male,Dress,23.304992062157297,South Dakota,M,White,Spring,4.0,Standard,No,2,PayPal,Monthly
3588,22.0,Female,Backpack,27.81514531808392,Virginia,S,Terra cotta,Winter,4.0,Next Day Air,No,3,PayPal,Monthly
2029,29.0,Male,Running Shoes,27.379144510206288,Ohio,XL,Aubergine,Spring,4.0,Standard,No,20,PayPal,Quarterly
2748,44.0,Female,Socks,19.633355258455133,West Virginia,M,Burnt orange,Winter,4.0,Standard,No,19,PayPal,Monthly
3070,47.0,Male,T-shirt,37.51828348295888,Delaware,L,Periwinkle,Summer,5.0,Standard,No,1,PayPal,Quarterly
3249,31.0,Female,Socks,17.56493108416929,Pennsylvania,S,Terra cotta,Winter,4.0,Standard,No,9,PayPal,Quarterly
1826,53.0,Male,Scarf,26.39209047596801,South Dakota,M,Brick red,Fall,4.0,Next Day Air,No,2,PayPal,Bi-Weekly
